,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,Mean
oak tree,22.326,22.655,21.379,22.627,23.059,22.535,22.54,22.885,22.703,22.729,23.147,23.121,24.411,22.615,22.788,23.11,22.217,22.61,22.954,21.969,23.263,22.768,22.121,22.712,22.253,22.452,24.593,22.229,23.636,23.117,22.523,22.049,22.717,22.997,22.97,22.098,22.14,22.711,22.97,22.219,22.569,23.666,22.491,22.198,22.065,22.005,23.501,23.067,22.184,24.822,22.065,23.341,22.589,24.438,22.514,22.524,23.4,22.782,22.162,22.836,22.758,24.656,23.09,23.035,22.472,22.683,22.637,22.37,23.025,22.544,21.973,22.492,24.47,24.669,23.12,23.396,22.803,22.357,23.364,22.865,23.293,24.739,23.428,21.341,22.667,22.212,24.579,23.334,22.634,22.596,21.993,22.187,22.616,23.355,22.396,24.732,22.361,23.063,23.47,22.993,22.281,23.145,22.645,22.983,22.431,22.121,22.453,22.117,22.6,22.534,22.499,22.511,22.317,22.287,23.103,22.135,22.359,22.633,22.003,22.674,24.914,24.439,22.551,23.231,22.021,23.289,21.906,22.324,22.696,22.533,24.736,22.234,22.86,22.265,23.381,24.751,22.92,21.848,23.84,22.473,22.339,22.536,22.377,23.324,24.838,22.578,24.239,22.872,22.905,22.735,23.008,22.766,22.422,22.255,22.41,22.674,24.569,23.337,22.493,24.689,22.425,22.506,22.329,23.017,22.515,22.429,23.413,22.97,22.374,22.648,22.284,23.461,22.063,21.572,22.115,23.02,21.828,23.626,22.307,22.38,24.727,22.379,23.408,24.846,22.539,23.261,22.602,22.64,22.655,22.245,22.501,22.502,22.934,22.465,22.96,22.318,22.887,22.462,22.04,22.649,22.83808
raccoon,23.196,22.412,22.639,22.323,23.771,23.787,22.226,23.964,23.427,22.774,23.756,24.101,22.741,23.679,22.977,23.261,22.887,23.241,23.218,22.01,23.763,23.083,24.219,22.368,22.273,23.423,23.132,23.5,23.382,22.252,24.446,22.518,22.99,23.475,23.623,23.228,23.162,23.32,23.536,22.607,23.536,22.948,22.472,23.38,22.361,22.875,23.706,21.807,23.001,22.373,24.229,23.996,24.472,22.374,22.851,22.663,23.717,22.309,23.916,24.206,23.086,23.973,23.442,22.492,23.664,23.424,24.02,22.64,22.533,22.094,23.514,23.323,23.351,23.857,22.424,23.912,22.165,24.066,22.934,24.234,23.735,22.556,22.908,23.375,23.371,23.138,23.298,24.113,23.378,22.211,23.622,23.667,23.74,23.999,24.077,22.219,22.129,23.006,23.88,22.211,23.582,22.234,22.384,24.058,23.369,22.993,23.846,23.351,23.384,24.029,23.052,22.384,23.273,22.81,24.004,22.826,22.46,23.769,23.652,23.534,23.586,22.337,24.003,23.849,23.876,22.659,24.445,23.292,23.757,23.871,22.398,24.288,23.853,23.894,24.357,24.025,23.807,22.66,23.266,22.404,23.5,23.349,22.591,22.399,23.936,24.046,22.531,23.388,22.587,23.366,23.283,22.283,22.366,23.694,22.292,23.089,23.426,23.236,23.228,22.978,24.077,22.266,24.384,23.689,23.171,23.028,23.262,24.079,23.015,23.744,24.344,23.253,21.651,23.996,22.283,23.357,22.969,23.959,23.31,22.43,22.697,22.311,22.692,24.336,23.326,22.316,23.146,24.252,24.507,22.52,24.281,22.662,23.31,22.434,23.51,23.079,23.173,23.833,23.431,23.989,23.24462
tank,23.043,22.142,22.369,20.762,22.458,23.745,23.072,22.745,23.357,23.141,20.903,23.154,22.112,22.884,23.291,22.247,23.003,23.222,22.529,22.179,22.337,22.765,22.567,20.817,23.664,22.243,22.99,23.263,20.494,22.497,23.315,23.133,22.965,22.682,22.619,22.247,22.261,23.13,23.247,22.525,22.74,22.42,22.884,23.688,22.409,23.24,23.314,22.345,22.558,22.213,23.431,23.086,22.878,22.443,21.971,23.1,20.798,22.291,22.81,22.398,23.157,22.472,22.724,22.176,22.948,22.546,24.5,23.476,20.684,23.085,22.359,22.577,23.414,22.583,22.66,22.855,22.407,22.233,22.351,20.899,23.999,23.76,24.301,20.48,23.256,22.436,22.201,22.892,22.134,23.223,22.375,22.213,22.385,23.184,22.718,23.156,21.125,20.97,22.384,22.786,23.67,22.24,22.368,22.986,23.748,22.506,22.061,20.544,22.514,21.19,22.57,23.081,20.348,23.253,23.125,20.821,22.766,23.805,23.318,22.528,23.319,22.347,22.657,23.365,24.094,22.735,22.669,22.974,21.038,23.772,22.521,22.072,22.536,22.182,23.491,22.587,22.063,23.051,23.949,22.503,23.21,22.719,23.505,22.605,22.322,23.088,23.732,22.572,23.25,20.771,22.431,22.283,22.336,23.859,22.923,23.333,22.229,23.043,22.865,23.25,23.894,22.766,22.134,22.804,20.971,23.002,20.833,23.419,23.507,24.147,22.376,22.493,23.35,22.132,22.796,24.157,23.461,23.901,23.374,22.911,22.343,22.196,21,23.005,22.506,22.709,23.288,22.627,23.046,23.3,23.399,22.963,23.35,22.528,22.818,23.445,22.439,23.319,22.243,20.942,22.674035
skyscraper,22.589,21.663,21.487,23.464,21.53,23.166,23.656,24.015,21.769,21.419,23.395,21.176,21.929,21.296,21.568,21.644,23.785,21.473,21.425,23.379,23.596,22.104,21.425,21.279,22.008,23.768,23.876,22.989,21.449,22.852,21.306,24.016,22.073,21.947,23.167,23.645,22.199,21.601,23.33,23.539,23.674,23.206,23.595,22.056,23.354,23.146,23.041,23.047,21.635,23.796,23.416,21.313,22.861,21.92,21.385,22.065,23.038,22.933,21.078,21.166,23.95,23.866,23.342,23.885,21.448,22.039,23.35,22.442,23.548,23.643,23.506,23.29,21.385,23.484,21.824,21.157,21.78,23.996,21.77,23.279,23.926,21.522,21.567,23.602,23.359,22.925,21.429,21.011,23.447,23.773,23.977,23.23,22.748,23.198,23.416,22.203,21.881,20.698,21.384,21.425,21.356,23.007,21.282,23.648,21.4,22.371,23.716,23.363,23.632,23.351,21.457,23.147,22.953,22.64,23.491,23.4,21.916,21.942,21.461,23.643,22.076,23.454,21.846,21.513,23.538,21.542,22.554,22.743,21.401,21.323,23.453,22.303,21.885,22.987,22.135,22.049,23.666,21.74,23.299,21.422,22.367,21.23,23.381,23.169,23.367,22.998,23.252,23.536,21.684,22.184,23.02,23.48,21.914,21.618,21.68,23.361,22.03,23.617,23.376,23.904,21.26,23.905,23.326,22.021,23.595,21.449,23.312,21.421,22.885,23.614,22.057,22.996,23.459,23.725,22.17,22.592,23.186,21.548,21.321,23.268,23.004,23.413,21.986,21.05,21.541,23.755,23.07,23.277,23.25,23.884,21.441,23.476,23.373,23.169,21.386,23.915,23.661,23.058,23.495,21.313,22.611635
shark,23.317,23.065,25.061,25.252,23.792,24.495,23.96,26.198,25.876,25.965,24.161,22.705,23.857,24.519,23.944,23.583,25.846,25.823,23.874,23.889,23.7,26.137,22.798,23.904,25.142,25.145,22.785,23.968,25.514,24.293,23.122,26.242,23.429,24.88,24.111,25.689,25.26,25.655,25.764,23.147,23.322,24.054,23.932,23.407,22.798,23.663,26.985,23.735,25.754,25.721,25.541,24.546,23.43,22.901,25.115,23.142,24.932,23.755,23.546,23.298,24.137,25.924,24.024,25.988,24.028,24.765,23.893,23.809,23.159,24.148,23.287,25.415,23.844,24.075,24.479,22.786,24.958,25.12,25.759,24.292,23.394,24.7,23.83,23.749,24.111,25.545,24.035,23.58,26.06,25.542,24.522,25.916,24.083,23.352,24.159,23.314,26.608,25.152,25.595,23.644,23.807,26.078,23.751,24.394,24.156,22.715,24.6,25.479,26.252,24.541,23.951,25.687,26.067,25.531,22.769,27.003,26.261,26.116,24.583,23.796,25.088,26.478,23.841,25.961,24.512,22.713,25.228,25.061,23.843,22.862,22.815,25.199,25.953,25.642,24.877,25.883,23.383,23.815,23.764,24.006,25.023,25.62,22.867,23.298,22.688,24.274,23.644,23.887,26.345,24.952,23.769,22.347,22.854,23.851,23.624,23.926,25.183,25.019,23.034,24.243,24.813,26.019,24.721,22.716,22.891,23.831,22.687,24.024,24.455,23.912,25.263,24.283,22.943,24.905,25.365,23.157,24.731,24.83,23.84,25.194,22.744,26.057,24.287,23.935,24.215,24.354,25.039,24.329,23.972,25.964,25.529,24.116,24.009,25.191,23.562,23.34,22.886,24.063,25.593,23.709,24.41304
crocodile,21.45,21.028,22.994,22.023,23.052,21.514,21.867,21.374,21.339,22.324,21.831,23.622,21.422,21.831,23.679,23.946,21.186,21.878,20.935,23.915,22.073,21.478,21.632,21.457,21.911,22.058,21.852,21.468,21.268,23.58,21.506,23.432,21.973,22.054,21.346,21.205,21.857,20.755,23.059,22.024,22.044,20.721,20.848,23.88,21.251,21.087,20.873,22.114,20.866,20.792,22.571,21.936,20.966,21.701,21.818,23.113,21.492,23.343,21.93,21.731,21.967,22.1,21.44,20.959,21.714,21.73,20.66,20.938,21.986,22.374,21.345,22.023,21.937,20.509,21.502,21.248,21.458,22.111,21.923,21.08,22.933,22.956,21.272,21.536,20.789,23.876,21.251,20.761,22.212,21.447,21.517,21.95,23.932,21.62,21.43,21.237,21.795,21.616,23.243,22.21,21.638,20.757,21.588,23.048,22.85,22.031,22.003,21.15,21.253,21.606,21.997,22.066,21.957,21.587,21.829,22,22.112,20.871,21.699,21.799,21.543,21.3,21.363,22.38,23.506,21.97,21.994,22.015,20.981,21.323,21.424,21.486,21.945,22.849,21.097,21.647,22.203,21.25,21.862,23.011,22.035,22.004,22.006,21.09,23.896,21.867,21.556,21.134,21.723,22.001,21.014,21.001,21.409,22.003,23.738,21.524,21.551,21.288,21.237,20.797,21.273,21.594,20.733,23.55,23.062,22.898,20.873,21.896,21.911,23.575,21.802,23.188,23.219,22.139,21.062,21.838,23.19,20.906,21.886,21.031,21.065,23.826,21.648,23.739,21.745,20.652,21.21,21.571,23.601,20.759,22.934,22.071,21.518,21.383,21.405,21.686,22.099,21.402,21.799,21.027,21.86746
mushroom,23.797,24.113,23.177,21.454,23.289,23.299,21.6,23.115,21.88,21.401,22.506,21.65,22.679,21.465,24.277,22.442,23.454,25.15,21.636,22.162,22.909,24.253,24.836,21.442,22.489,23.306,22.797,22.378,21.314,23.758,21.219,23.992,23.85,23.646,23.011,24.966,22.247,22.995,21.953,25.228,23.167,22.264,21.556,24.546,23.491,22.256,23.245,22.704,22.376,23.312,22.319,22.86,25.124,22.088,23.573,21.503,22.733,22.736,22.724,21.78,21.846,21.193,22.466,22.669,22.755,22.365,25.414,22.317,23.418,21.552,21.715,22.189,22.483,22.113,23.642,23.229,24.058,23.187,21.439,23.356,22.52,21.674,23.172,23.259,21.422,21.05,23.441,21.549,20.606,21.985,22.184,22.251,23.063,22.699,23.243,21.888,24.051,22.086,22.893,24.373,22.509,25.209,22.275,21.511,24.215,23.58,21.744,22.629,25.202,22.036,21.646,23.695,21.763,23.448,23.091,22.414,24.969,23.264,22.925,22.287,24.982,23.478,21.698,22.615,22.841,23.312,23.97,22.946,22.671,24.475,21.344,21.432,23.603,23.048,22.443,24.17,24.225,21.389,25.437,25.108,23.451,22.505,21.176,21.994,21.25,22.669,25.351,21.158,23.052,21.77,25.378,23.037,25.418,22.492,22.38,21.633,22.952,22.497,22.434,23.26,21.684,23.935,22.932,22.363,22.735,21.558,23.464,23.522,21.963,21.976,23.146,22.978,22.463,23.038,22.825,22.403,23.302,23.175,25.351,24.107,25.311,20.586,24.594,22.562,24.351,22.796,22.548,23.34,23.067,23.443,24.313,23.167,23.014,22.654,22.157,21.484,24.34,22.639,22.159,23.467,22.893375
boy,23.683,22.899,22.685,21.77,20.988,21.549,22.351,22.831,21.627,23.276,22.75,21.329,22.104,22.388,20.872,21.844,20.942,22.136,23.276,20.91,23.176,22.992,21.801,21.247,22.098,21.589,22.941,21.583,22.896,20.774,22.263,21.02,20.795,21.787,22.446,22.076,20.688,21.237,24.568,24.808,21.094,22.876,23.076,23.072,21.976,20.77,21.089,22.879,22.33,20.443,20.687,22.97,22.831,21.505,22.079,22.428,20.852,21.388,22.097,23.005,21.798,22.438,21.682,22.859,23.984,22.426,22.182,21.897,23.031,24.542,21.695,22.751,20.65,23.08,22.277,20.621,20.984,21.385,22.182,22.413,23.105,22.661,22.851,23.505,22.624,22.025,21.622,24.56,20.564,22.838,22.412,21.555,21.251,24.41,23.134,23.084,22.104,21.808,21.617,21.009,21.633,20.998,21.639,21.771,20.8,21.756,23.276,20.864,22.519,21.18,21.937,22.243,24.558,21.236,20.815,21.017,20.885,21.918,21.954,21.327,21.137,22.865,20.709,20.844,22.478,20.434,21.695,21.296,20.799,21.814,22.83,20.93,20.973,21.17,22.699,22.738,23.462,21.748,21.774,20.928,23.174,21.453,22.782,22.839,20.582,22.337,21.768,20.9,22.265,22.704,21.011,22.682,21.371,20.87,20.464,21.429,24.457,21.847,24.232,22.955,21.617,21.336,23.807,20.581,21.345,21.429,21.162,23.605,23.276,20.745,20.462,22.142,22.228,21.154,24.184,21.803,21.211,20.43,22.892,20.976,22.587,21.083,21.913,20.856,22.298,20.993,21.567,22.38,22.444,22.924,20.987,21.063,22.025,23.015,24.611,21.278,21.077,22.398,21.265,23.236,22.02107
motorcycle,24.147,23.381,24.488,23.859,23.877,23.046,23.547,24.404,23.813,23.853,23.936,23.133,24.279,23.411,23.997,22.293,22.889,22.691,24.181,23.445,23.342,23.811,23.872,24.128,23.84,24.534,23.456,24.074,23.342,23.752,24.08,24.152,23.404,24.046,24.376,23.677,24.618,23.002,22.268,22.402,24.286,23.854,22.529,23.446,23.887,24.236,23.125,24.15,23.652,24.175,24.089,24.015,23.482,23.508,23.406,23.739,24.396,23.927,23.232,24.332,24.72,23.361,24.329,25.879,22.874,24.027,24.528,24.04,23.627,23.203,24.01,24.051,23.615,23.605,23.745,23.764,23.9,24.113,23.801,28.055,23.992,23.462,23.253,23.577,23.918,24.258,24.648,23.923,24.005,23.953,22.947,24.238,24.314,24.548,23.399,23.042,23.452,24.335,22.726,23.342,23.364,23.899,23.868,23.699,23.503,24.376,22.733,22.922,23.011,24.096,24.026,24.211,22.663,23.528,24.169,24.136,24.206,23.183,24.043,24.171,23.371,24.329,24.033,23.743,23.255,23.874,23.644,24.581,24.95,23.419,22.865,24.557,23.705,24.627,24.37,23.833,23.872,23.882,24.049,23.569,23.97,24.142,24.574,24.498,24.014,23.759,22.977,23.857,24.319,23.272,24.371,24.186,24.252,24.148,23.978,25.143,23.33,23.702,23.773,24.079,23.813,23.227,23.651,23.908,24.522,24.03,23.244,23.775,24.613,24.025,24.279,24.202,23.347,23.565,23.382,23.34,23.51,24.481,23.968,24.4,23.902,22.91,23.982,23.075,23.142,26.351,24.414,23.719,23.86,23.56,24.218,24.102,24.058,23.934,23.217,23.291,23.039,24.179,23.898,23.672,23.836875
trout,20.895,23.269,21.18,20.566,21.861,19.896,20.89,21.935,22.349,21.984,21.601,22.14,21.711,22.788,21.454,22.175,23.169,22.591,21.365,21.465,21.563,21.87,21.338,21.625,22.105,21.461,22.122,22.477,22.066,21.949,21.909,21.468,21.504,22.758,22.271,21.75,21.601,22.111,21.906,22.108,21.159,21.183,22.222,22.323,22.437,22.284,21.56,22.6,21.779,20.693,22.421,22.219,23.431,22.148,22.289,22.793,21.629,22.043,21.97,22.077,22.262,21.49,21.64,21.025,20.842,22.055,20.316,21.652,21.346,22.875,20.602,20.998,21.65,22.458,22.161,21.6,21.159,21.752,22.124,21.64,22.256,21.668,20.925,23.543,22.064,20.505,20.719,21.022,20.927,22.565,21.497,23.462,22.328,22.536,21.313,22.68,22.908,22.028,22.642,21.196,21.574,22.563,22.365,22.057,22.202,23.037,23.408,21.998,22.027,21.236,22.648,20.893,22.805,22.182,22.546,21.101,22.539,20.579,22.459,21.321,23.361,21.041,21.213,22.404,22.275,22.437,21.737,21.398,21.46,21.361,21.035,21.608,22.344,22.754,21.677,21.153,21.53,20.953,21.551,22.04,22.179,21.652,21.956,21.149,22.454,21.945,22.877,21.663,21.059,21.515,21.966,22.231,21.517,21.145,22.156,21.882,21.337,21.198,22.198,21.712,21.146,21.764,22.039,21.633,22.607,21.267,21.111,23.155,22.447,21.284,22.181,22.436,22.538,23.222,22.558,21.762,22.83,22.36,22.151,21.169,20.986,21.535,22.852,22.563,22.504,22.541,21.596,22.143,22.328,21.904,22.229,22.234,22.402,21.17,22.027,21.509,20.653,21.691,20.857,21.472,21.88228
spider,21.892,22.753,21.863,23.339,23.914,21.496,24.032,22.778,23.329,24.242,21.811,22.659,22.678,22.465,24.019,23.037,23.048,23.979,23.502,22.693,21.785,23.706,23.192,22.981,23.082,22.902,21.972,22.615,22.186,24.194,23.163,22.098,21.511,22.409,23.492,22.784,24.651,22.158,24.046,21.911,23.766,23.114,24.098,23.196,23.324,22.727,24.275,23.439,23.65,23.287,24.429,23.121,22.805,23.251,22.828,21.515,23.272,21.717,22.146,22.49,23.276,24.413,23.34,22.729,23.302,23.113,23.912,23.099,23.705,22.439,22.794,23.105,21.731,23.037,23.419,23.39,23.381,24.234,22.162,24.17,22.59,22.734,23.706,23.253,23.409,23.265,23.408,22.308,22.63,21.292,22.944,24.527,21.662,22.749,22.334,23.364,22.44,21.89,23.168,23.403,23.573,21.624,22.741,24.197,23.301,24.157,22.697,23.232,22.419,23.071,22.576,23.089,21.837,23.149,23.062,21.763,23.339,23.569,21.852,22.986,23.79,23.313,22.617,22.637,23.317,23.719,23.164,21.266,21.592,23.127,21.822,23.782,23.718,23.096,23.116,23.248,22.483,23.394,24.015,22.135,23.268,21.681,23.372,21.939,23.94,22.649,23.52,23.146,22.509,22.557,23.443,21.889,24.279,23.309,22.058,22.025,22.894,21.728,23.294,23.57,21.936,23.356,23.579,22.391,22.897,22.631,22.585,23.748,22.626,21.729,22.146,23.604,23.072,23.319,22.647,22.997,22.079,23.009,22.108,21.832,22.657,23.082,23.012,23.154,23.176,23.188,22.009,23.255,22.142,23.355,21.805,23.896,23.881,23.985,23.024,23.278,24.6,22.393,22.683,22.506,22.953355
cockroach,24.03,22.414,22.416,25.79,26.04,25.125,22.354,25.745,26.175,24.95,25.089,24.494,25.079,25.765,23.98,25.101,24.617,24.194,22.429,24.434,22.364,25.013,25.565,24.237,24.855,23.627,25.616,25.019,25.767,24.66,24.752,22.408,24.815,25.659,22.128,24.945,25.115,25.029,23.641,24.323,25.507,24.242,25.251,23.823,24.508,26.155,24.869,26.288,23.403,25.072,24.802,25.541,25.276,25.916,26.067,24.529,25.019,24.555,24.774,24.923,24.116,24.639,23.548,24.077,25.804,24.949,25.718,24.379,24.99,23.857,25.836,25.809,25.968,24.018,25.203,22.401,25.009,22.494,25.363,25.181,25.093,25.901,24.558,24.879,25.54,24.818,25.199,26.118,23.618,25.289,25.623,22.422,26.041,24.887,24.902,24.845,24.274,24.767,24.955,24.891,24.893,25.742,23.283,23.787,24.146,21.883,24.65,23.878,24.482,25.803,25.64,25.21,23.917,25.215,25.994,23.935,24.725,24.648,26.079,24.834,25.202,23.77,24.801,25.671,24.627,22.278,24.934,25.269,24.827,25.128,22.328,25.14,25.023,24.059,24.791,25.087,25.048,24.206,25.554,24.993,24.392,24.934,24.866,24.327,25.414,25.873,24.738,23.731,22.629,25.953,23.88,23.727,24.699,25.947,24.787,26.455,25.333,25.459,23.792,24.683,24.203,24.896,23.628,24.89,23.894,24.753,23.914,24.598,24.169,24.816,25.589,23.675,25.238,24.59,24.051,25.927,24.859,24.603,23.593,25.628,24.632,24.536,22.313,22.541,24.713,24.422,22.86,25.215,24.014,25.492,25.309,24.707,24.737,25.477,22.428,22.442,24.641,22.895,23.847,25.937,24.640145
poppy,20.515,20.691,19.59,19.789,21.187,19.705,19.701,20.777,19.754,20.607,19.315,20.033,19.389,21.95,19.245,19.622,19.646,20.033,19.48,19.947,19.977,19.587,18.843,19.883,21.227,20.032,20.188,20.269,20.576,20.82,20.32,20.815,20.33,20.488,19.57,20.29,21.71,20.607,18.823,20.657,20.354,20.79,22.096,20.669,19.664,20.545,20.54,20.208,21.047,20.33,20.54,19.623,19.509,19.792,20.007,19.37,20.112,19.74,19.431,21.188,21.088,19.773,20.841,20.986,21.133,20.865,20.546,19.924,22.441,21.063,20.252,19.782,20.443,20.022,20.245,19.813,18.983,20.214,22.073,19.611,20.089,20.321,21.647,20.377,19.078,20.025,20.602,19.784,21.433,20.593,19.683,20.084,21.212,20.42,19.404,20.573,20.524,20.287,20.129,20.201,21.205,20.218,20.324,22.274,20.663,20.614,20.742,19.738,20.833,19.638,20.254,21.568,20.809,19.56,20.117,20.115,21.066,20.044,20.591,21.917,19.714,21.119,20.424,20.525,20.03,20.053,20.422,20.03,21.186,20.285,21.089,19.888,19.871,21.049,21.208,19.2,20.039,20.594,20.722,21.596,20.182,21.364,21.135,19.365,19.887,19.698,19.316,20.45,21.483,21.186,21.144,20.258,21.336,20.681,21.639,20.442,21.183,20.051,19.2,21.077,19.248,20.712,21.22,19.779,19.271,20.125,20.346,20.629,19.795,21.432,22.233,19.689,20.825,20.782,20.596,19.812,20.452,19.375,21.72,19.241,20.049,19.509,21.295,21.48,21.131,21.259,19.942,21.379,20.259,21.058,19.515,20.784,21.051,19.318,21.399,21.412,20.337,18.835,20.453,19.818,20.390415
bee,22.141,23.288,22.792,22.198,22.932,23.276,23.106,22.196,23.206,22.437,23.023,23.211,22.723,22.361,21.886,22.95,22.055,22.101,23.075,22.452,22.102,22.737,21.805,22.9,22.823,22.572,22.844,23.285,22.766,22.875,23.348,22.909,22.601,22.527,23.089,22.493,22.655,22.545,22.95,23.004,22.63,22.733,22.97,22.947,22.905,22.731,22.895,22.544,23.373,22.666,22.913,22.161,22.908,22.343,22.179,23.481,22.413,22.403,22.679,22.459,23.35,22.224,22.316,23.029,22.74,22.868,22.216,23.15,22.419,23.04,22.192,22.772,22.94,22.941,22.414,22.186,22.743,22.639,22.973,21.977,22.808,21.878,21.917,22.143,23.165,22.632,23.016,22.625,22.809,22.897,22.62,22.771,22.393,23.027,22.714,22.186,23.012,23.073,22.974,23.001,22.299,22.646,23.122,23.33,22.262,22.955,23.048,22.188,22.544,23.29,23.228,23.097,22.548,22.629,22.755,22.876,23.061,22.484,22.563,22.769,22.878,22.296,23.241,21.979,22.106,22.055,22.818,22.415,23.116,22.546,23.084,22.954,23.34,22.718,23,22.687,22.493,23.156,22.688,22.799,23.261,22.006,22.54,23.372,23.068,22.287,23.42,22.835,23.038,22.379,22.235,22.617,21.916,22.852,21.971,23.079,22.314,22.511,21.689,22.609,22.969,22.605,23.018,23.112,23.058,22.344,22.953,22.925,22.844,22.039,22.862,22.875,23.151,21.884,22.284,22.605,23.074,22.114,22.543,22.914,21.907,22.473,23.105,21.989,23.291,23.139,22.661,22.785,22.215,22.644,23.025,22.853,21.606,22.839,22.312,22.935,22.764,22.514,22.969,22.754,22.691885
aquarium fish,23.068,22.019,23.201,22.439,21.783,22.356,21.221,22.854,20.947,22.196,22.841,22.476,21.176,22.9,23.593,21.281,20.677,22.795,22.815,23.911,24.387,21.227,21.723,22.657,21.947,20.683,22.959,22.266,22.729,21.982,21.058,22.279,21.508,23.414,21.118,22.135,22.635,22.406,24.969,21.319,21.12,20.684,22.567,23.246,21.262,22.677,22.905,22.741,21.064,23.336,21.549,21.225,21.461,22.502,21.302,22.201,22.832,22.741,23.199,21.594,22.213,24.746,22.493,22.482,20.666,22.583,21.669,20.65,23.606,22.369,22.206,21.055,22.795,23.179,21.548,21.861,21.912,22.231,22.713,22.051,22.328,22.531,23.077,22.842,21.288,23.544,23.233,21.24,21.765,20.163,22.686,23.294,22.49,22.203,21.383,24.003,21.977,22.528,21.297,20.944,20.906,23.83,21.581,22.454,21.169,24.885,24.225,24.99,23.238,22.096,22.978,24.168,21.795,22.652,21.86,22.562,22.861,21.194,21.83,20.373,23.075,21.991,21.174,21.173,22.287,21.923,22.38,21.141,22.06,22.602,21.93,23.076,21.227,22.443,22.412,22.932,23.47,21.279,22.294,22.505,22.971,20.996,21.845,21.393,21.427,22.53,21.047,24.53,22.697,22.206,23.402,20.729,25.084,22.923,21.23,20.476,21.973,23.607,22.682,22.016,23.007,21.698,22.561,22.918,22.214,23.11,21.063,20.891,23.793,23.191,20.9,21.072,22.131,22.723,21.841,24.728,22.535,21.158,24.454,21.921,22.281,22.261,21.758,22.17,22.666,20.957,21.074,22.91,23.345,22.834,21.672,22.166,21.222,22.376,21.073,21.192,24.099,21.907,21.36,21.721,22.2687
otter,23.499,19.429,21.975,22.721,22.711,23.203,22.68,22.332,21.572,19.157,23.754,22.359,22.44,19.23,21.979,23.203,22.217,19.314,23.269,23.502,23.175,22.746,21.555,21.895,21.464,22.15,23.387,22.406,22.738,20.945,22.246,22.37,23.144,21.073,21.942,23.278,19.351,23.255,22.474,21.948,22.456,21.04,22.883,22.091,22.397,23.262,21.322,21.943,21.638,22.354,21.314,22.059,22.955,23.139,23.185,23.177,21.917,21.186,21.12,19.414,23.331,22.967,22.349,22.638,23.093,22.114,21.43,22.844,21.44,19.335,22.056,21.034,23.07,21.017,21.076,21.984,19.27,22.388,21.937,19.476,19.216,21.208,23.201,22.059,22.159,21.87,21.987,23.581,22.433,21.378,22.883,21.714,22.363,23.498,22.88,19.405,23.088,23.289,22.206,21.113,22.216,22.133,23.701,20.974,23.317,22.835,21.098,21.457,23.542,21.146,22.469,22.384,22.027,22.007,23.679,23.169,22.048,21.976,22.723,22.211,20.992,21.567,22.22,21.01,22.314,20.996,22.89,19.302,23.308,23.15,20.994,19.401,21.424,23.327,23.802,22.191,23.173,21.604,22.184,19.213,23.518,22.027,22.486,22.287,23.703,22.026,19.322,23.015,23.067,23.054,22.795,19.355,21.794,22.969,22.008,21.391,22.211,22.065,22.789,19.417,22.911,21.109,23.12,22.557,21.497,23.739,21.103,22.016,22.316,21.504,23.032,23.054,22.071,21.203,22.384,23.555,23.619,21.824,21.775,22.668,22.957,22.5,22.447,21.999,19.308,21.034,19.475,18.971,22.58,21.775,21.916,23.627,21.551,22.944,22.135,21.07,23.074,21.948,23.789,20.733,22.038415
